cell_id,state,ahj,project_family,family,issuing_authority,application_authority,authority_tier,handled_by_local_ahj
us-ri-central_falls__commercial__commercial_tenant_improvement__building,RI,Central Falls,commercial_tenant_improvement,building,City of Central Falls Building Department,City of Central Falls Building Department,local,True
us-ri-coventry__commercial__commercial_tenant_improvement__building,RI,Coventry,commercial_tenant_improvement,building,Town of Coventry Building Department,Town of Coventry Building Department,mixed,True
us-ri-cranston__commercial__commercial_tenant_improvement__building,RI,Cranston,commercial_tenant_improvement,building,City of Cranston Building Department,City of Cranston Building Department,local,True
us-ri-cumberland__commercial__commercial_tenant_improvement__building,RI,Cumberland,commercial_tenant_improvement,building,Town of Cumberland Building Department,Town of Cumberland Building Department,local,True
us-ri-east_greenwich__commercial__commercial_tenant_improvement__building,RI,East Greenwich,commercial_tenant_improvement,building,Town of East Greenwich Building Official,Rhode Island electronic construction permitting / Town of East Greenwich Building Official,local,True
us-ri-foster__commercial__commercial_tenant_improvement__building,RI,Foster,commercial_tenant_improvement,building,Town of Foster Building Official,Rhode Island electronic construction permitting / Town of Foster Building Official,local,True
us-ri-glocester__commercial__commercial_tenant_improvement__building,RI,Glocester,commercial_tenant_improvement,building,Town of Glocester Building/Zoning Official / Rhode Island Statewide E-Permitting,Town of Glocester Building/Zoning Official / Rhode Island Statewide E-Permitting,local_town_building_zoning_state_epermitting,True
us-ri-hopkinton__commercial__commercial_tenant_improvement__building,RI,Hopkinton,commercial_tenant_improvement,building,Town of Hopkinton Building Official,Rhode Island electronic construction permitting / Town of Hopkinton Building Official,local,True
us-ri-jamestown__commercial__commercial_tenant_improvement__building,RI,Jamestown,commercial_tenant_improvement,building,Town of Jamestown Building Official,Rhode Island electronic construction permitting / Town of Jamestown Building Official,local,True
us-ri-johnston__commercial__commercial_tenant_improvement__building,RI,Johnston,commercial_tenant_improvement,building,Town of Johnston Building Department,Town of Johnston Building Department,local,True
us-ri-lincoln__commercial__commercial_tenant_improvement__building,RI,Lincoln,commercial_tenant_improvement,building,Town of Lincoln Building Official,Rhode Island electronic construction permitting / Town of Lincoln Building Official,local,True
us-ri-narragansett__commercial__commercial_tenant_improvement__building,RI,Narragansett,commercial_tenant_improvement,building,Town of Narragansett Building Official,Rhode Island electronic construction permitting / Town of Narragansett Building Official,local,True
us-ri-newport__commercial__commercial_tenant_improvement__building,RI,Newport,commercial_tenant_improvement,building,City of Newport Building Department,City of Newport Building Department,local,True
us-ri-north_kingstown__commercial__commercial_tenant_improvement__building,RI,North Kingstown,commercial_tenant_improvement,building,Town of North Kingstown Building Department,Town of North Kingstown Building Department,local,True
us-ri-north_providence__commercial__commercial_tenant_improvement__building,RI,North Providence,commercial_tenant_improvement,building,Town of North Providence Building Department,Town of North Providence Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,building,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,electrical,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,mechanical,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,occupancy,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,plumbing,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-pawtucket__commercial__commercial_tenant_improvement__building,RI,Pawtucket,commercial_tenant_improvement,zoning,City of Pawtucket Building Department,City of Pawtucket Building Department,local,True
us-ri-portsmouth__commercial__commercial_tenant_improvement__building,RI,Portsmouth,commercial_tenant_improvement,building,Town of Portsmouth Building Official,Rhode Island electronic construction permitting / Town of Portsmouth Building Official,local,True
us-ri-providence__commercial__commercial_tenant_improvement__building,RI,Providence,commercial_tenant_improvement,building,City of Providence Building Inspection,City of Providence Building Inspection,local,True
us-ri-richmond__commercial__commercial_tenant_improvement__building,RI,Richmond,commercial_tenant_improvement,building,Town of Richmond Building Official,Rhode Island electronic construction permitting / Town of Richmond Building Official,local,True
us-ri-smithfield__commercial__commercial_tenant_improvement__building,RI,Smithfield,commercial_tenant_improvement,building,Town of Smithfield Building Official,Rhode Island electronic construction permitting / Town of Smithfield Building Official,local,True
us-ri-south_kingstown__commercial__commercial_tenant_improvement__building,RI,South Kingstown,commercial_tenant_improvement,building,Town of South Kingstown Building Department,Town of South Kingstown Building Department,local,True
us-ri-warwick__commercial__commercial_tenant_improvement__building,RI,Warwick,commercial_tenant_improvement,building,City of Warwick Building Department,City of Warwick Building Department,local,True
us-ri-west_warwick__commercial__commercial_tenant_improvement__building,RI,West Warwick,commercial_tenant_improvement,building,Town of West Warwick Building Department,Town of West Warwick Building Department,local,True
us-ri-westerly__commercial__commercial_tenant_improvement__building,RI,Westerly,commercial_tenant_improvement,building,Town of Westerly Building Department,Town of Westerly Building Department,local,True
us-ri-woonsocket__commercial__commercial_tenant_improvement__building,RI,Woonsocket,commercial_tenant_improvement,building,City of Woonsocket Building Department,City of Woonsocket Building Department,local,True
us-sc-aiken_city__commercial__commercial_tenant_improvement__building,SC,Aiken City,commercial_tenant_improvement,building,City of Aiken Permitting and Codes,City of Aiken Permitting and Codes,local,True
us-sc-anderson_city__commercial__commercial_tenant_improvement__building,SC,Anderson City,commercial_tenant_improvement,building,City of Anderson Building and Codes,City of Anderson Building and Codes,local,True
us-sc-anderson_county__residential__residential_building_construction_alteration_or_inspection__building,SC,Anderson County,residential_remodel,building,Anderson County Building and Codes,"county authority limited to county/unincorporated jurisdiction; downstream builder must route to this county only where it is the application authority, not municipal rows",county,True
us-sc-anderson_county__residential__residential_building_construction_alteration_or_inspection__building,SC,Anderson County,residential_remodel,electrical,Anderson County Building and Codes,"county authority limited to county/unincorporated jurisdiction; downstream builder must route to this county only where it is the application authority, not municipal rows",county,True
us-sc-anderson_county__residential__residential_building_construction_alteration_or_inspection__building,SC,Anderson County,residential_remodel,mechanical,Anderson County Building and Codes,"county authority limited to county/unincorporated jurisdiction; downstream builder must route to this county only where it is the application authority, not municipal rows",county,True
us-sc-anderson_county__residential__residential_building_construction_alteration_or_inspection__building,SC,Anderson County,residential_remodel,plumbing,Anderson County Building and Codes,"county authority limited to county/unincorporated jurisdiction; downstream builder must route to this county only where it is the application authority, not municipal rows",county,True
us-sc-beaufort_city__commercial__commercial_tenant_improvement__building,SC,Beaufort City,commercial_tenant_improvement,building,City of Beaufort Building Codes Department,City of Beaufort Building Codes Department,local,True
